"Name","PFS","Source","Rarity","Traits","Level","Prerequisites","Benefits","Spoilers?"
"<u><a href=""Feats.aspx?ID=1998"">Read Shibboleths</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=101"">Linguistic</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=1993"">Linguist Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=14"">Society</a></u>","All communication is filled with slight tells and signals.","—"
"<u><a href=""Feats.aspx?ID=1183"">Sacred Defense</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=48"">Divine</a></u>, <u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=13"">Religion</a></u>; you follow a deity","You call upon your deity to grant you their protective blessing","—"
"<u><a href=""Feats.aspx?ID=1185"">Sanctify Water</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=17"" title=""Gods & Magic"">Gods & Magic</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","good or evil deity; master in <u><a href=""Skills.aspx?ID=13"">Religion</a></u>","You imbue water with your deity’s blessing","—"
"<u><a href=""Feats.aspx?ID=1882"">Scholastic Identification</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=1879"">Archaeologist Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=14"">Society</a></u>","You have the knowledge needed to understand ancient texts and cultural artifacts.","—"
"<u><a href=""Feats.aspx?ID=838"">Shameless Request</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=6"">Diplomacy</a></u>","Make Requests of others with lesser consequences.","—"
"<u><a href=""Feats.aspx?ID=3777"">Skeptic's Defense</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=129"" title=""Dark Archive"">Dark Archive</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=7"">Intimidation</a></u>","You don't believe in any mental twaddle, and you're certainly not afraid of it.","—"
"<u><a href=""Feats.aspx?ID=842"">Slippery Secrets</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=5"">Deception</a></u>","Evade attempts to uncover your true nature.","—"
"<u><a href=""Feats.aspx?ID=3447"">Speech of the Mammoth Lords</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=116"" title=""Pathfinder #177: Burning Tundra"">Pathfinder #177</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=3443"">Mammoth Lord Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=6"">Diplomacy</a></u> and <u><a href=""Skills.aspx?ID=7"">Intimidation</a></u>","You've learned the ancient tongue spoken by the creatures of the far north.","—"
"<u><a href=""Feats.aspx?ID=2090"">Subjective Truth</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=5"">Deception</a></u>; <u><a href=""Feats.aspx?ID=2083"">Vigilante Dedication</a></u>","Your disparate identities allow you to defeat magic that detects lies.","—"
"<u><a href=""Feats.aspx?ID=850"">Swift Sneak</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=15"">Stealth</a></u>","Move your full Speed while you Sneak.","—"
"<u><a href=""Feats.aspx?ID=853"">Terrified Retreat</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=7"">Intimidation</a></u>","Cause foes you Demoralize to flee.","—"
"<u><a href=""Feats.aspx?ID=3275"">That was a Close One, Huh?</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=98"" title=""Guns & Gears"">Guns & Gears</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=3272"">Unexpected Sharpshooter Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=5"">Deception</a></u>","You laugh innocently about the inexplicable luck of your last shot hitting its mark or how close the attack that just missed you came to taking your head off, causing your foes to second guess whether it's a good idea to oppose you in battle.","—"
"<u><a href=""Feats.aspx?ID=3590"">Voice Cold as Death</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=123"" title=""Knights of Lastwall"">Knights of Lastwall</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=16"">Auditory</a></u>, <u><a href=""Traits.aspx?ID=32"">Concentrate</a></u>, <u><a href=""Traits.aspx?ID=60"">Emotion</a></u>, <u><a href=""Traits.aspx?ID=68"">Fear</a></u>, <u><a href=""Traits.aspx?ID=106"">Mental</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","<u><a href=""Feats.aspx?ID=1097"">Knight Reclaimant Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=7"">Intimidation</a></u>","Channeling the energy of the Crimson Oath into your voice, you pronounce a threat in a tone so icy it freezes the blood.","—"
"<u><a href=""Feats.aspx?ID=863"">Wall Jump</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=3"">Athletics</a></u>","Jump off walls.","—"
"<u><a href=""Feats.aspx?ID=2157"">Water Sprint</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","7","master in <u><a href=""Skills.aspx?ID=3"">Athletics</a></u>","Stride across the surface of a body of water.","—"
"<u><a href=""Feats.aspx?ID=2227"">Diverse Recognition</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","<u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</a></u>; master in a skill used to <u><a href=""Actions.aspx?ID=26"">Recall Knowledge</a></u>","Your Pathfinder training allows you to quickly size up numerous threats.","—"
"<u><a href=""Feats.aspx?ID=2250"">Improvised Crafting</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=66"">Exploration</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</a></u>; expert in <u><a href=""Skills.aspx?ID=4"">Crafting</a></u>","You've learned to repair your equipment even in challenging circumstances, making use of what you have available.","—"
"<u><a href=""Feats.aspx?ID=1207"">Insistent Command</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=23"" title=""Pathfinder #152: Legacy of the Lost God"">Pathfinder #152</a></u>","<u><a href=""Traits.aspx?ID=159"">Uncommon</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","master in <u><a href=""Skills.aspx?ID=10"">Nature</a></u>; <u><a href=""Feats.aspx?ID=1201"">Animal Trainer Dedication</a></u>","When you roll a success to Command an Animal, you get a critical success.","Extinction Curse"
"<u><a href=""Feats.aspx?ID=1127"">Recognize Threat</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","master in a <u><a href=""Actions.aspx?ID=26"">Recall Knowledge</a></u> skill; <u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</a></u>","You quickly assess the threat so you can relay the information to your team.","—"
"<u><a href=""Feats.aspx?ID=2228"">Snap Out of It! (Pathfinder Agent)</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","master in <u><a href=""Skills.aspx?ID=9"">Medicine</a></u>; <u><a href=""Feats.aspx?ID=871"">Pathfinder Agent Dedication</a></u>","Pathfinders are trained to help each other be safe and successful, and you know how to jolt your allies back to their senses.","—"
"<u><a href=""Feats.aspx?ID=1132"">Unravel Mysteries</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","8","master in a <u><a href=""Actions.aspx?ID=22"">Decipher Writing</a></u> skill; <u><a href=""Feats.aspx?ID=1130"">Scrollmaster Dedication</a></u>","You can understand the true meaning of texts quickly, and even when you get lost or hit a dead end, you aren’t discouraged from making further attempts to get to the bottom of things.","—"
"<u><a href=""Feats.aspx?ID=3580"">Emissary of Peace</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=123"" title=""Knights of Lastwall"">Knights of Lastwall</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","10","<u><a href=""Feats.aspx?ID=1092"">Knight Vigilant</a></u>; master in <u><a href=""Skills.aspx?ID=6"">Diplomacy</a></u>","Even when bloodshed is inevitable, you would rather see your foes surrender.","—"
"<u><a href=""Feats.aspx?ID=2238"">Masterful Obfuscation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","10","master in a skill with the <u><a href=""Actions.aspx?ID=26"">Recall Knowledge</a></u> action; <u><a href=""Feats.aspx?ID=1130"">Scrollmaster Dedication</a></u>","You've mastered the art of deceiving others about your area of study.","—"
"<u><a href=""Feats.aspx?ID=1114"">Uzunjati Recollection</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=12"" title=""Character Guide"">Character Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","10","<u><a href=""Feats.aspx?ID=1109"">Uzunjati Storytelling</a></u>; master in a <u><a href=""Actions.aspx?ID=26"">Recall Knowledge</a></u> skill","You tell a story spontaneously from nearly forgotten facts, delving into your memory and entertaining your audience in the process.","—"
"<u><a href=""Feats.aspx?ID=2258"">Emergency Medical Assistance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=104"">Manipulate</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","12","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=9"">Medicine</a></u>","You've learned a variety of methods for helping allies who are bleeding, burning, or otherwise suffering persistent damage, from brushing off acid to patting down fires.","—"
"<u><a href=""Feats.aspx?ID=2259"">Recollect Studies</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","12","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</a></u>; expert in a skill used to <u><a href=""Actions.aspx?ID=26"">Recall Knowledge</a></u>","You paid attention during your studies and remember the right way to attack various creatures.","—"
"<u><a href=""Feats.aspx?ID=2260"">Rugged Survivalist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=50"" title=""PFS Guide"">PFS Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=12"">Archetype</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","12","<u><a href=""Feats.aspx?ID=1139"">Swordmaster Dedication</a></u>; master in <u><a href=""Skills.aspx?ID=16"">Survival</a></u>","You've studied survival skills with the School of Swords experts and are comfortable spending long periods of time in the wilderness.","—"
"<u><a href=""Feats.aspx?ID=767"">Cloud Jump</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=3"">Athletics</a></u>","Jump impossible distances.","—"
"<u><a href=""Feats.aspx?ID=773"">Craft Anything</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=4"">Crafting</a></u>","Ignore most requirements for crafting items.","—"
"<u><a href=""Feats.aspx?ID=775"">Divine Guidance</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=13"">Religion</a></u>","Find guidance in the writings of your faith.","—"
"<u><a href=""Feats.aspx?ID=801"">Legendary Codebreaker</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=14"">Society</a></u>","Quickly Decipher Writing using Society.","—"
"<u><a href=""Feats.aspx?ID=2138"">Legendary Guide</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=39"" title=""Advanced Player's Guide"">Advanced Player's Guide</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=16"">Survival</a></u>","Increase your party’s travel speed through wilderness terrain","—"
"<u><a href=""Feats.aspx?ID=802"">Legendary Linguist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=14"">Society</a></u>; <u><a href=""Feats.aspx?ID=814"">Multilingual</a></u>","Create pidgin languages to communicate with anyone.","—"
"<u><a href=""Feats.aspx?ID=803"">Legendary Medic</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=9"">Medicine</a></u>","Remove disease or the blinded, deafened, doomed, or drained condition.","—"
"<u><a href=""Feats.aspx?ID=804"">Legendary Negotiation</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=6"">Diplomacy</a></u>","Quickly parley with foes.","—"
"<u><a href=""Feats.aspx?ID=805"">Legendary Performer</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=12"">Performance</a></u>; <u><a href=""Feats.aspx?ID=862"">Virtuosic Performer</a></u>","Gain renown for your Performance Virtuosic Performer.","—"
"<u><a href=""Feats.aspx?ID=806"">Legendary Professional</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=8"">Lore</a></u>","Gain renown for your Lore.","—"
"<u><a href=""Feats.aspx?ID=807"">Legendary Sneak</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=15"">Stealth</a></u>; <u><a href=""Feats.aspx?ID=850"">Swift Sneak</a></u>","Hide and Sneak without cover or being concealed.","—"
"<u><a href=""Feats.aspx?ID=808"">Legendary Survivalist</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=16"">Survival</a></u>","Survive extreme conditions.","—"
"<u><a href=""Feats.aspx?ID=809"">Legendary Thief</a></u>","<img alt=""PFS Standard"" title=""PFS Standard"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Standard.png"">","<u><a href=""Sources.aspx?ID=1"" title=""Core Rulebook"">Core Rulebook</a></u>","<u><a href=""Traits.aspx?ID=28"">Common</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=17"">Thievery</a></u>; <u><a href=""Feats.aspx?ID=818"">Pickpocket</a></u>","Steal what would normally be impossible to steal.","—"
"<u><a href=""Feats.aspx?ID=924"">Reveal Machinations</a></u>","<img alt=""PFS Limited"" title=""PFS Limited"" style=""height:18px; padding:2px 10px 0px 2px"" src=""Images\Icons\PFS_Limited.png"">","<u><a href=""Sources.aspx?ID=8"" title=""Pathfinder #147: Tomorrow Must Burn"">Pathfinder #147</a></u>","<u><a href=""Traits.aspx?ID=137"">Rare</a></u>","<u><a href=""Traits.aspx?ID=78"">General</a></u>, <u><a href=""Traits.aspx?ID=144"">Skill</a></u>","15","legendary in <u><a href=""Skills.aspx?ID=5"">Deception</a></u>","You convince a creature that you played a minor but recurring role in its life.","<u><a href=""Setting.aspx?Group=2"">Age of Ashes</a></u>"
